STNFAM	PART	STNS
Litho_FE_111	part_3	Litho_FE_111#10;Litho_FE_111#11;Litho_FE_111#12;Litho_FE_111#14;Litho_FE_111#16;Litho_FE_111#17;Litho_FE_111#18;Litho_FE_111#19;Litho_FE_111#2;Litho_FE_111#3;Litho_FE_111#5;Litho_FE_111#7;Litho_FE_111#8;Litho_FE_111#9
Litho_FE_111	part_4	Litho_FE_111#0;Litho_FE_111#1;Litho_FE_111#10;Litho_FE_111#11;Litho_FE_111#12;Litho_FE_111#14;Litho_FE_111#17;Litho_FE_111#18;Litho_FE_111#19;Litho_FE_111#3;Litho_FE_111#4;Litho_FE_111#5;Litho_FE_111#6;Litho_FE_111#7
Litho_FE_111	part_5	Litho_FE_111#0;Litho_FE_111#11;Litho_FE_111#13;Litho_FE_111#14;Litho_FE_111#15;Litho_FE_111#16;Litho_FE_111#17;Litho_FE_111#19;Litho_FE_111#2;Litho_FE_111#3;Litho_FE_111#5;Litho_FE_111#6;Litho_FE_111#8;Litho_FE_111#9
Litho_FE_111	part_6	Litho_FE_111#0;Litho_FE_111#1;Litho_FE_111#11;Litho_FE_111#12;Litho_FE_111#13;Litho_FE_111#14;Litho_FE_111#15;Litho_FE_111#16;Litho_FE_111#2;Litho_FE_111#4;Litho_FE_111#6;Litho_FE_111#7;Litho_FE_111#8;Litho_FE_111#9
Litho_FE_111	part_7	Litho_FE_111#0;Litho_FE_111#1;Litho_FE_111#10;Litho_FE_111#12;Litho_FE_111#13;Litho_FE_111#15;Litho_FE_111#16;Litho_FE_111#18;Litho_FE_111#19;Litho_FE_111#3;Litho_FE_111#4;Litho_FE_111#6;Litho_FE_111#7;Litho_FE_111#9
Litho_FE_111	part_8	Litho_FE_111#0;Litho_FE_111#1;Litho_FE_111#10;Litho_FE_111#12;Litho_FE_111#13;Litho_FE_111#15;Litho_FE_111#17;Litho_FE_111#18;Litho_FE_111#19;Litho_FE_111#3;Litho_FE_111#4;Litho_FE_111#5;Litho_FE_111#6;Litho_FE_111#7
Litho_FE_111	part_9	Litho_FE_111#0;Litho_FE_111#1;Litho_FE_111#11;Litho_FE_111#13;Litho_FE_111#14;Litho_FE_111#15;Litho_FE_111#16;Litho_FE_111#17;Litho_FE_111#2;Litho_FE_111#4;Litho_FE_111#5;Litho_FE_111#6;Litho_FE_111#8;Litho_FE_111#9
Litho_FE_92	part_1	Litho_FE_92#0;Litho_FE_92#1;Litho_FE_92#12;Litho_FE_92#13;Litho_FE_92#15;Litho_FE_92#16;Litho_FE_92#17;Litho_FE_92#18;Litho_FE_92#2;Litho_FE_92#20;Litho_FE_92#21;Litho_FE_92#23;Litho_FE_92#25;Litho_FE_92#3;Litho_FE_92#4;Litho_FE_92#5;Litho_FE_92#7;Litho_FE_92#9
Litho_FE_92	part_10	Litho_FE_92#0;Litho_FE_92#1;Litho_FE_92#10;Litho_FE_92#11;Litho_FE_92#13;Litho_FE_92#14;Litho_FE_92#17;Litho_FE_92#18;Litho_FE_92#19;Litho_FE_92#21;Litho_FE_92#22;Litho_FE_92#23;Litho_FE_92#24;Litho_FE_92#25;Litho_FE_92#4;Litho_FE_92#6;Litho_FE_92#8;Litho_FE_92#9
Litho_FE_92	part_2	Litho_FE_92#1;Litho_FE_92#10;Litho_FE_92#11;Litho_FE_92#14;Litho_FE_92#15;Litho_FE_92#17;Litho_FE_92#19;Litho_FE_92#2;Litho_FE_92#21;Litho_FE_92#22;Litho_FE_92#23;Litho_FE_92#24;Litho_FE_92#25;Litho_FE_92#3;Litho_FE_92#4;Litho_FE_92#6;Litho_FE_92#7;Litho_FE_92#8
Litho_FE_92	part_3	Litho_FE_92#0;Litho_FE_92#1;Litho_FE_92#10;Litho_FE_92#12;Litho_FE_92#13;Litho_FE_92#15;Litho_FE_92#16;Litho_FE_92#17;Litho_FE_92#18;Litho_FE_92#2;Litho_FE_92#20;Litho_FE_92#24;Litho_FE_92#25;Litho_FE_92#3;Litho_FE_92#4;Litho_FE_92#5;Litho_FE_92#7;Litho_FE_92#9
Litho_FE_92	part_4	Litho_FE_92#10;Litho_FE_92#11;Litho_FE_92#12;Litho_FE_92#14;Litho_FE_92#15;Litho_FE_92#16;Litho_FE_92#19;Litho_FE_92#2;Litho_FE_92#20;Litho_FE_92#21;Litho_FE_92#22;Litho_FE_92#23;Litho_FE_92#24;Litho_FE_92#3;Litho_FE_92#5;Litho_FE_92#6;Litho_FE_92#7;Litho_FE_92#8
Litho_FE_92	part_5	Litho_FE_92#1;Litho_FE_92#10;Litho_FE_92#11;Litho_FE_92#14;Litho_FE_92#15;Litho_FE_92#16;Litho_FE_92#19;Litho_FE_92#2;Litho_FE_92#20;Litho_FE_92#21;Litho_FE_92#22;Litho_FE_92#23;Litho_FE_92#24;Litho_FE_92#3;Litho_FE_92#4;Litho_FE_92#6;Litho_FE_92#7;Litho_FE_92#8
Litho_FE_92	part_6	Litho_FE_92#0;Litho_FE_92#1;Litho_FE_92#10;Litho_FE_92#12;Litho_FE_92#13;Litho_FE_92#16;Litho_FE_92#17;Litho_FE_92#18;Litho_FE_92#19;Litho_FE_92#20;Litho_FE_92#22;Litho_FE_92#24;Litho_FE_92#25;Litho_FE_92#4;Litho_FE_92#5;Litho_FE_92#6;Litho_FE_92#8;Litho_FE_92#9
Litho_FE_92	part_7	Litho_FE_92#0;Litho_FE_92#11;Litho_FE_92#12;Litho_FE_92#13;Litho_FE_92#14;Litho_FE_92#15;Litho_FE_92#16;Litho_FE_92#18;Litho_FE_92#19;Litho_FE_92#2;Litho_FE_92#20;Litho_FE_92#21;Litho_FE_92#22;Litho_FE_92#23;Litho_FE_92#3;Litho_FE_92#5;Litho_FE_92#7;Litho_FE_92#9
Litho_FE_92	part_8	Litho_FE_92#0;Litho_FE_92#1;Litho_FE_92#10;Litho_FE_92#11;Litho_FE_92#12;Litho_FE_92#13;Litho_FE_92#14;Litho_FE_92#17;Litho_FE_92#18;Litho_FE_92#19;Litho_FE_92#22;Litho_FE_92#24;Litho_FE_92#25;Litho_FE_92#4;Litho_FE_92#5;Litho_FE_92#6;Litho_FE_92#8;Litho_FE_92#9
Litho_FE_92	part_9	Litho_FE_92#0;Litho_FE_92#11;Litho_FE_92#12;Litho_FE_92#13;Litho_FE_92#14;Litho_FE_92#15;Litho_FE_92#16;Litho_FE_92#17;Litho_FE_92#18;Litho_FE_92#2;Litho_FE_92#20;Litho_FE_92#21;Litho_FE_92#23;Litho_FE_92#25;Litho_FE_92#3;Litho_FE_92#5;Litho_FE_92#7;Litho_FE_92#9
Litho_FE_98	part_1	Litho_FE_98#1;Litho_FE_98#2;Litho_FE_98#3
Litho_FE_98	part_10	Litho_FE_98#0;Litho_FE_98#2;Litho_FE_98#3
Litho_FE_98	part_2	Litho_FE_98#0;Litho_FE_98#2;Litho_FE_98#3
Litho_FE_98	part_3	Litho_FE_98#0;Litho_FE_98#1;Litho_FE_98#3
Litho_FE_98	part_4	Litho_FE_98#0;Litho_FE_98#1;Litho_FE_98#2
Litho_FE_98	part_5	Litho_FE_98#0;Litho_FE_98#1;Litho_FE_98#2
Litho_FE_98	part_6	Litho_FE_98#0;Litho_FE_98#2;Litho_FE_98#3
Litho_FE_98	part_7	Litho_FE_98#1;Litho_FE_98#2;Litho_FE_98#3
Litho_FE_98	part_8	Litho_FE_98#0;Litho_FE_98#1;Litho_FE_98#3
Litho_FE_98	part_9	Litho_FE_98#0;Litho_FE_98#1;Litho_FE_98#2
